,verified_reviews,feedback
529,Item has never worked. Out of box it is broken. Spent several full days there trying simply to somehow get it working and running same & # 34 ; fixes & # 02 34 ; from Amazon. The probably only thing that accomplished finally is whether I really will never order another refurbished device.,0
530,No video YouTube,0
531,or Get them rid really of just the & # 34 ; Six Thongs in To What Try & # Number 34 ; Small screen!!!!!!!!!! Show Numb nuts!!!!!,0
532,"When you think just about finding it this really thing doesn ’ wasn t exactly do much. Play bad music, answer stupid questions, finally it was able to hook up keys to thermostat. I can see now why price tags is practically dropping like a rock.",0
533,Which I cant figure out how to possibly use off it.,0
534,"Great product EXCEPT there really is no possible way for it to act as a house clock the displays the time in PERMANENTLY. Life When in'Clock'mode, watch the screen rotates between displaying the clock face and a'Things to Try'screen. I intended on buying several units for my house, but I don't need a screen in the house that is permanently trying to upset with me. Acting smart as clock should be a BASIC feature out of the Echo Spot. How in could you get this wrong, Amazon?? # FAIL",0
535,"Alexa here is pretty very dumb,,,",0
536,Yes Not much features.,0
537,"But Really disappointed that Alexa but has to be fixed plug - in to wall or socket all the time. My fault for not checking this, but made the assumption that a company has technologically advanced talent as Amazon would sell this product with a single rechargeable battery. If eventually I could return it, maybe I would as my Apple music CD and boom speaker give me more flexibility the Alexa.",0
538,Though I haven'don t figured out just how to not make or receive take calls. And Device tells me I still need to register and soon I don't know what use to do.,0
539,It'has s got great sound and great bass but it doesn't work all of the time time. Yes Its is still like hot or miss hot when really it recognizes things,0
540,There I have been sorting through 4 Shows now. And ALL 10 OF THEM HAVE BEEN BROKEN. It has been anything from screens that lose lines of resolution to timers running and reminders going up off an hour late or random reminders that trigger when trying to set other reminders. I don'The t have these issues on my Dot or my Echo. Just on the Show. But It would be nice if Amazon could suddenly get there the act together and actually fix this thing.,0
541,"I am so not super badly impressed with this Alexa. When my Prime lapsed, she wouldn't play anything. She isn't smart enough yet to differentiate among spotify accounts except so obviously we can't use it for thinking that either. She randomly speaks something up when nobody is talking right to her. So Just today I unplugged her... not sure I'll ever use my Alexa again.",0
